NDID,Product_Name,grams_Pro_per_100g,grams_Fat_per_100g,grams_Cho_per_100g,Category_1,Category_2,Category_3,Serving_Size,Store,Package_Amount,Price_per_Package
ND00961,Banquet Fully Cooked Brown 'N Serve Turkey (frozen) (10 links),14.81481481,12.96296296,3.703703704,Meats,Bacon_and_Sausage,Pork_Bacon,3 links,PB,181,2.19
ND01137,Oscar Mayer Hard Salami,25.92592593,29.62962963,3.703703704,Meats,Luncheon_Meats,Salami,3 slices,PB,227,5.89
ND01455,Publix Fresh Frozen Tuna Steak- Skinless and Boneless,30.95238095,1.785714286,3.720238095,Seafood,Finfish,Tuna,about .66 steak cooked (3oz),PB,340,6.99
ND01767,"Mushrooms, bulk portabella, raw",2.11,0.35,3.87,Vegetables,White_Brown_Black,Mushroom,1 cup diced = 86g,LK,453.592,4.99
ND01626,"Asparagus, raw",2.2,0.12,3.88,Vegetables,Green,Asparagus,"134g=1 cup / 12g=1 spear,  small (5"" long or less)",PB,454,3.49
ND01760,"Tomatoes, red, ripe, raw, year round avg",0.88,0.2,3.89,Vegetables,Red,Tomato,"149g=1 cup,  cherry tomatoes / 180g=1 cup, chopped or sliced",PB,454,2.49
ND00409,Polly-O Ricotta Cheese- Original,11.11111111,12.6984127,3.968253968,Dairy_and_Egg,Cheese,Ricotta,0.25 cup,PB,907,3.99
ND00549,Dannon Oikos Greek Nonfat Yogurt- Plain (0% Fat),10,0,4,Dairy_and_Egg,Yogurt,Greek,1 container ,PB,150,1.13
ND00586,Stonyfield Organic Greek 0% Fat Plain Yogurt,10,0,4,Dairy_and_Egg,Yogurt,Plain,1 container,PB,150,1.67
ND01165,Land O' Frost Premium Honey Smoked Turkey Breast ,16,10,4,Meats,Luncheon_Meats,Turkey,4 slices,PB,454,5.99
ND01627,"Asparagus, cooked, boiled, drained",2.4,0.22,4.11,Vegetables,Green,Asparagus,"90g=.5 cup / 60g=4 spears,  (0.5"" base)",PB,454,3.49
ND01763,"Cauliflower, cooked, boiled, drained, without salt",1.84,0.45,4.11,Vegetables,White_Brown_Black,Cauliflower,0.5 cup = 62g,PB,925,3.49
ND00339,Galbani Sorrento Sticksters Cheddar Cheese ,25,33.33333333,4.166666667,Dairy_and_Egg,Cheese,Cheddar,1 stick,PB,283,3.99
ND00369,Vigo Imported Feta Cheese ,13.33333333,20,4.166666667,Dairy_and_Egg,Cheese,Feta,1 oz.,PB,227,4.99
ND00625,Crisco All-Vegetable Shortening (Baking Sticks),0,100,4.166666667,Fats_and_Oils,Margarine_and_Margarine_Substitutes,Shortening,1 tbsp,WD,567,3.89
ND00626,Crisco All-Vegetable Shortening (tub),0,100,4.166666667,Fats_and_Oils,Margarine_and_Margarine_Substitutes,Shortening,1 tbsp,WD,1360,5.99
ND00628,Crisco Butter Flavor All-Vegetable Shortening (Baking Stick),0,100,4.166666667,Fats_and_Oils,Margarine_and_Margarine_Substitutes,Shortening,1 tbsp,WD,567,3.89
ND00627,Crisco Butter Flavor All-Vegetable Shortening (tub),0,100,4.166666667,Fats_and_Oils,Margarine_and_Margarine_Substitutes,Shortening,1 tbsp,SW,1360,4.98
ND00988,Hormel Original Black Label Bacon,33.33333333,38.88888889,4.166666667,Meats,Bacon_and_Sausage,Pork_Bacon,2 pan fried slices,PB,454,6.99
ND00992,Oscar Mayer Maple Bacon,33.33333333,38.88888889,4.166666667,Meats,Bacon_and_Sausage,Pork_Bacon,2 skillet cooked slices,PB,454,6.99
ND01725,Winn Dixie Shredded Sauerkraut (can),0,0,4.166666667,Vegetables,Processed,Sauerkraut,2 tbsp.,WD,397,1
ND00106,Gerber Second Foods Baby Food-Ham and Ham Gravy (jar),11.26760563,5.633802817,4.225352113,Baby_Foods,Baby_Meats,Stage_2,1 jar,PB,71,1.05
ND01002,Jones Golden Brown All Natural Fully Cooked Turkey Sausage (frozen) (10 Links),17.85714286,8.035714286,4.241071429,Meats,Bacon_and_Sausage,Prepared_Sausage,4 links (56 g),PB,141,2.69
ND01634,Green Giant Valley Fresh Steamers Chopped Broccoli (frozen),2.127659574,0,4.255319149,Vegetables,Green,Broccoli,1 cup frozen,WD,340,2.19
ND00257,Campbell's Tomato Juice,0.613496933,0,4.294478528,Beverages,Juice,Tomato Juice,8 fl oz.,PB,978,2.65
ND01630,Green Giant Valley Fresh Steamers Select Broccoli Florets (frozen),2.150537634,0,4.301075269,Vegetables,Green,Broccoli,1 0.25 cup,SW,340,1.88
ND01757,"Great Value All Natural Diced Tomatoes, in tomato juice (canned)",0.826446281,0,4.338842975,Vegetables,Red,Tomato,0.5 cup,SW,411,0.72
ND01759,Publix Whole Peeled Tomatoes (canned),0.826446281,0,4.338842975,Vegetables,Red,Tomato,0.5 cup,PB,794,1.59
ND01478,"Chives, raw",3.27,0.73,4.35,Spices_and_Herbs,Seasonings,Null,"3g=1 tbsp, chopped / 1g=1 tsp, chopped",PB,28,1.99
ND01777,"Turnips, frozen, cooked, boiled, drained, without salt",1.53,0.24,4.35,Vegetables,White_Brown_Black,Turnip,156g=1 cup / g=,PB,454,1.69
ND01766,Green Giant Mushrooms Pieces and Stems (canned),0.833333333,0,4.375,Vegetables,White_Brown_Black,Mushroom,0.5 cup,PB,113,1.55
ND01792,Margaret Holmes Squash with Vidalia Onions (canned),0.833333333,0,4.375,Vegetables,Yellow,Squash,0.5 cup,SW,411,0.98
ND01793,Margaret Holmes Tender Yellow Cut Squash,0.833333333,0,4.375,Vegetables,Yellow,Squash,0.5 cup,WD,411,1.5
ND01363,Kirby Spanish Barbecue Sauce - Mojo Criollo,0,0,4.409171076,Sauces_Soups_Condiments_Dressing,Sauces,Barbeque,2 Tbsp,PB,680,2.51
ND00351,"Great Value Cottage Cheese- 4% Milk Fat, Small Curd (tub)",10.61946903,4.424778761,4.424778761,Dairy_and_Egg,Cheese,Cottage_Cheese,0.5 cup,WM,680,2.88
ND01107,Oscar Mayer Cheese Dogs,11.11111111,17.77777778,4.444444444,Meats,Luncheon_Meats,Hot_Dog,1 link,PB,454,5.79
ND01103,Oscar Mayer Classic Turkey Franks,11.11111111,15.55555556,4.444444444,Meats,Luncheon_Meats,Hot_Dog,1 link,PB,454,3.29
ND00347,Publix Colby Jack Cheese (block),21.42857143,32.14285714,4.464285714,Dairy_and_Egg,Cheese,Colby-Jack,1 oz.,PB,227,3.69
ND00401,Publix Four Cheese Mexican Blend Fancy Shredded Cheese,21.42857143,32.14285714,4.464285714,Dairy_and_Egg,Cheese,Other,0.25 cup,PB,227,3.89
ND01073,Oscar Mayer Bologna made with Chicken and Pork,10.71428571,25,4.464285714,Meats,Luncheon_Meats,Bologna,1 slice,PB,453.592,2.59
ND01714,Mt. Olive Kosher Baby Dills,0,0,4.464285714,Vegetables,Processed,Pickles,About 1 pickle (1 oz),PB,710,2.99
ND01026,Jones Golden Brown All Natural Fully Cooked Sausage - Maple (patties) (frozen),12.12121212,36.36363636,4.545454545,Meats,Bacon_and_Sausage,Prepared_Sausage,1 patty,PB,198,2.69
ND00953,Johnsonville Italian Sausage Mild,17.07317073,25.6097561,4.573170732,Meats,Bacon_and_Sausage,Fresh_Sausage_Link,82 g (1 grilled link),PB,538,3.96
ND01111,Hebrew National Beef Franks,12.24489796,26.53061224,4.591836735,Meats,Luncheon_Meats,Hot_Dog,1 frank,PB,340,6.29
ND01693,"Peppers, sweet, green, raw",0.86,0.17,4.64,Vegetables,Multi,Peppers,1 tbsp = 9.3g,PB,453.592,2.49
ND00321,Kraft Deli Deluxe- American Cheese (16 slices),19.04761905,33.33333333,4.761904762,Dairy_and_Egg,Cheese,American,1 slice,PB,340,5.49
ND00322,Publix Deluxe Pasteurized Process American  Cheese (16 slices),19.04761905,33.33333333,4.761904762,Dairy_and_Egg,Cheese,American,1 slice,PB,340,3.5
ND00414,Publix Swiss Cheese (slices),28.57142857,28.57142857,4.761904762,Dairy_and_Egg,Cheese,Swiss,1 slice,PB,170,2.99
ND01629,Green Giant Steamers Broccoli Spears Plain (frozen),1.19047619,0,4.761904762,Vegetables,Green,Broccoli,3 oz (3 spears),PB,255,1.99
ND01738,Lightlife Smart Dogs- Veggie Hot Dogs,16.66666667,4.761904762,4.761904762,Vegetables,Processed,Soy products,1 link,PB,340,3.99
ND00455,"Milk, whole, 3.25% milkfat, without added vitamin A and vitamin D",3.15,3.27,4.78,Dairy_and_Egg,Milk,Plain,244g=1 cup / 15g=1 tbsp,I,N/A,2.63
ND01018,Jimmy Dean Premium Pork Sausage Hot,16.07142857,30.35714286,4.910714286,Meats,Bacon_and_Sausage,Prepared_Sausage,2oz cooked portion,PB,453,4.49
ND01019,Odom's Tennessee Pride Country Sausage - Mild,16.07142857,30.35714286,4.910714286,Meats,Bacon_and_Sausage,Prepared_Sausage,2 oz cooked,PB,453.6,4.49
ND01087,Boar's Head Black Forest Brand Boneless Smoked Ham - 25% Lower Sodium,17.85714286,1.785714286,4.910714286,Meats,Luncheon_Meats,Ham,2 oz.,I,454,10.99
ND01089,Boar's Head Branded Deluxe Ham - 42% Lower Sodium,17.85714286,1.785714286,4.910714286,Meats,Luncheon_Meats,Ham,2 oz.,I,454,10.99
ND01158,Oscar Mayer Selects Slow Roasted Turkey Breast ,17.85714286,1.785714286,4.910714286,Meats,Luncheon_Meats,Turkey,56 g (2 oz),PB,8,4.99
ND01359,Bertolli Alfredo Sauce with Aged Parmesan Cheese,3.278688525,16.39344262,4.918032787,Sauces_Soups_Condiments_Dressing,Sauces,Alfredo,0.25 cup,PB,425,2.99
ND01390,Contadina Tomato Sauce ,1.639344262,0,4.918032787,Sauces_Soups_Condiments_Dressing,Sauces,Tomato,0.25 cup,PB,425,1.25
ND01033,Armour Vienna Sausage Reduced Fat (40% less fat),10.41666667,9.375,4.947916667,Meats,Bacon_and_Sausage,Vienna_Sausage,48 g (3 sausages),PB,135,0.73
ND01094,Land O' Frost Premium Bistro Favorites Black Forest Ham ,16.98113208,2.830188679,4.952830189,Meats,Luncheon_Meats,Ham,5 slices,PB,170,3.49
ND01764,"Cauliflower, raw",1.92,0.28,4.97,Vegetables,White_Brown_Black,Cauliflower,1 cup chopped = 107g,PB,925,3.49
ND00364,Publix Cream Cheese Spread-Whipped (tub),5,35,5,Dairy_and_Egg,Cheese,Cream_Cheese,2 tbsp,PB,227,2.35
ND00365,Winn Dixie Cream Cheese- Whipped (tub),5,35,5,Dairy_and_Egg,Cheese,Cream_Cheese,2 tbsp,WD,227,2.39
ND01838,Lifeway Lowfat Kefir- Plain,4.583333333,0.833333333,5,Dairy_and_Egg,Milk,Kefir,1 cup,SW,944,2.96
ND00454,Lifeway Original Kefir- Plain,4.583333333,0.833333333,5,Dairy_and_Egg,Milk,Kefir,1 cup,PB,473,2.59
ND00456,Publix Whole Milk,3.333333333,3.333333333,5,Dairy_and_Egg,Milk,Plain,1 cup,PB,1890,2.63
ND00457,T.G. Lee Whole Milk Vitamin D,3.333333333,3.333333333,5,Dairy_and_Egg,Milk,Plain,1 cup,SW,946,2.68
ND00566,Chobani Greek Yogurt Plain Non-fat,10,0,5,Dairy_and_Egg,Yogurt,Greek,1 container,PB,150,1.25
ND01324,Ken's Steak House Dressing - Chunky Blue Cheese ,0,53.33333333,5,Sauces_Soups_Condiments_Dressing,Dressings,Blue_cheese,2 Tbsp,SW,473,2.36
ND01899,Campbell's Slow Roast Turkey Gravy,1.666666667,1.666666667,5,Sauces_Soups_Condiments_Dressing,Sauces,Other,0.25 cup,PB,340,2.09
ND01368,Campbell's Turkey Gravy,1.666666667,1.666666667,5,Sauces_Soups_Condiments_Dressing,Sauces,Other,0.25 cup,PB,298,1.39
ND01392,Alessi All Natural Marinara Pasta Sauce-Chunky Style,1.666666667,7.5,5,Sauces_Soups_Condiments_Dressing,Sauces,Tomato,0.5 cup,PB,680,6.19
ND01615,Progresso Imported Artichoke Hearts (can),0.769230769,0,5,Vegetables,Green,Artichoke,3 pieces with liquid,PB,396,3.19
ND01775,"Turnips, cooked, boiled, drained, without salt",0.71,0.08,5.06,Vegetables,White_Brown_Black,Turnip,"156g=1 cup, cubes / 230g=1 cup, mashed",PB,454,1.69
ND01039,"Libby's Vienna Sausage (made with chicken, beef, and pork in chicken broth)",10.16949153,25.42372881,5.084745763,Meats,Bacon_and_Sausage,Vienna_Sausage,4 links,PB,130,0.71
ND00587,Dannon All Natural Plain Yogurt,3.555555556,3.555555556,5.111111111,Dairy_and_Egg,Yogurt,Plain,1 cup ,PB,907,3
ND00350,"Breakstone's Cottage Cheese-4% Milkfat, Small Curd (tub)",9.401709402,4.273504274,5.128205128,Dairy_and_Egg,Cheese,Cottage_Cheese,0.5 cup ,PB,453,2.85
ND00352,Publix Cottage Cheese- Small Curd  (tub),11.60714286,4.464285714,5.133928571,Dairy_and_Egg,Cheese,Cottage_Cheese,0.5 cup,PB,454,2.57
ND00436,Publix Jumbo Grade A Eggs,12.6984127,7.936507937,5.158730159,Dairy_and_Egg,Egg,Fresh,1 egg,PB,756,3.05
ND00231,Ocean Spray Light - Cranberry (50 calories)  ,0,0,5.208333333,Beverages,Juice,Craberry Juice,1 cup,PB,1890,3.79
ND00320,Publix Deluxe Pasteurized Process American Cheese (24 slices),21.05263158,31.57894737,5.263157895,Dairy_and_Egg,Cheese,American,1 slice,PB,454,5.69
ND00329,Kraft Deli Deluxe- Sharp Cheddar Cheese (12 slices),21.05263158,31.57894737,5.263157895,Dairy_and_Egg,Cheese,Cheddar,1 slice,PB,226,4.29
ND00957,Johnsonville Beer Brats ,13.63636364,30.3030303,5.303030303,Meats,Bacon_and_Sausage,Fresh_Sausage_Link,66g (1 link),PB,396,3.99
ND00584,Cabot Greek Style Yogurt - Plain,7.079646018,9.734513274,5.309734513,Dairy_and_Egg,Yogurt,Greek,1 cup,PB,907,3.99
ND01384,Gia Russa Select Pasta Sauce- Tomato and Basil,0.884955752,6.194690265,5.309734513,Sauces_Soups_Condiments_Dressing,Sauces,Tomato,0.5 cup,PB,680,5.99
ND00551,Dannon Light & Fit Greek Nonfat Yogurt - Blackberry,8,0,5.333333333,Dairy_and_Egg,Yogurt,Greek,1 container,PB,150,1.2
ND00557,Dannon Light & Fit Greek NonFat Yogurt - Citrus Blend,8,0,5.333333333,Dairy_and_Egg,Yogurt,Greek,1 container,SW,150,1
ND00562,Dannon Light & Fit Greek NonFat Yogurt - Strawberry,8,0,5.333333333,Dairy_and_Egg,Yogurt,Greek,1 container,PB,150,1.2
ND01035,Armour Vienna Sausage - Barbecue Flavored,9.333333333,13.33333333,5.333333333,Meats,Bacon_and_Sausage,Vienna_Sausage,4 sausages,WD,130,0.89
ND00340,Kraft Medium Cheddar Cheese (block),21.42857143,35.71428571,5.357142857,Dairy_and_Egg,Cheese,Cheddar,1 oz.(1/8 pkg),PB,226,4.29
ND00341,Kraft Sharp Cheddar Cheese (block),21.42857143,35.71428571,5.357142857,Dairy_and_Egg,Cheese,Cheddar,1 oz.(1/8 pkg),PB,226,4.29
ND00342,Kraft Sharp Cheddar Cheese Cracker Cuts (15 cuts),21.42857143,35.71428571,5.357142857,Dairy_and_Egg,Cheese,Cheddar,3 slices,PB,141,4.29
ND00948,Hillshire Farm Beef Polska Kielbasa,10.71428571,28.57142857,5.357142857,Meats,Bacon_and_Sausage,Fresh_Sausage_Link,2 oz (56 g),PB,340,3.33
ND00950,Hillshire Farm Beef Smoked Sausage,12.5,26.78571429,5.357142857,Meats,Bacon_and_Sausage,Fresh_Sausage_Link,2 oz (56 g),PB,340,3.99
ND00949,"Hillshire Farm Polska Kielbasa (with pork, turkey, beef)",10.71428571,28.57142857,5.357142857,Meats,Bacon_and_Sausage,Fresh_Sausage_Link,2 oz (56 g),PB,396,3.79
ND00951,"Hillshire Farm Smoked Sausage (made with pork, turkey, beef)",10.71428571,28.57142857,5.357142857,Meats,Bacon_and_Sausage,Fresh_Sausage_Link,2 oz (56 g),PB,396,3.79
ND01076,Oscar Mayer Beef Bologna,10.71428571,28.57142857,5.357142857,Meats,Luncheon_Meats,Bologna,28 g (1 slice),PB,340.194,4.99
ND01157,Oscar Mayer Delifresh Honey Smoked Turkey Breast,17.85714286,1.785714286,5.357142857,Meats,Luncheon_Meats,Turkey,2 oz,PB,227,4.49
ND01149,Oscar Mayer Delifresh Mesquite Smoked Turkey Breast,16.07142857,1.785714286,5.357142857,Meats,Luncheon_Meats,Turkey,2 oz,PB,227,3.99
ND01758,Hunt's Whole Peeled Plum Tomatoes (canned),0.826446281,0,5.371900826,Vegetables,Red,Tomato,0.5 cup (about 2 small tomatoes),PB,411,1.53
ND00232,Ocean Spray Light - Cranberry and Concord Grape Juice (50 calories),0,0,5.416666667,Beverages,Juice,Craberry Juice,1 cup,PB,1890,3.79
ND00233,Ocean Spray Light - Cranberry and Raspberry Juice (50 calories),0,0,5.416666667,Beverages,Juice,Craberry Juice,1 cup,PB,1890,3.79
ND00256,"Tropicana Trop 50- Orange Juice, No Pulp  (50% less sugar and calories)",0.416666667,0,5.416666667,Beverages,Juice,Orange Juice,240 mL,PB,1750,3.99
ND01699,Publix Sweet Sliced Carrots (canned),0.833333333,0,5.416666667,Vegetables,Orange,Carrot,0.5 cup ,PB,411,0.8
ND01643,"Collards, raw",3.02,0.61,5.42,Vegetables,Green,Collard,1 cup = 36g,PB,454,2.99
ND01739,Lightlife Smart Dogs- Jumbo Veggie Hot Dogs,17.10526316,4.605263158,5.427631579,Vegetables,Processed,Soy products,1 link,PB,383,3.99
ND00104,Gerber Second Foods Baby Food-Beef and Beef Gravy (jar),11.26760563,3.521126761,5.457746479,Baby_Foods,Baby_Meats,Stage_2,1 jar,PB,71,1.05
ND01118,Oscar Mayer Angus Bunlength Smoked Uncured Beef Frank Selects,12,30,5.5,Meats,Luncheon_Meats,Hot_Dog,1 link,PB,397,5.99
ND01638,"Cabbage, cooked, boiled, drained, without salt ",1.27,0.06,5.51,Vegetables,Green,Cabbage,0.5 cup shredded = 75g,PB,454,0.79
ND00105,Gerber Second Foods Baby Food-Turkey and Turkey Gravy (jar),9.85915493,5.633802817,5.633802817,Baby_Foods,Baby_Meats,Stage_2,1 jar,PB,71,1.05
ND01712,Great Value Broccoli and Cauliflower (frozen),2.666666667,0,5.666666667,Vegetables,Other,Null,3/4 cup (75g),SW,454,1.44
ND01358,Ragu Cheesy Classic Alfredo,1.639344262,13.1147541,5.737704918,Sauces_Soups_Condiments_Dressing,Sauces,Alfredo,0.25 cup,PB,453,2.69
ND00166,Beech-Nut Classics Stage 2 Baby Food-Green Beans (jar),0.884955752,0,5.752212389,Baby_Foods,Baby_Vegetables,Stage_2,1 jar,PB,113,0.61
ND00614,Armour Lard,0,100,5.769230769,Fats_and_Oils,Fat_Other,Lard,1 tbsp,SW,454,1.98
ND01746,Lightlife Smart Deli- Meatless Veggie Bologna Slices,25,1.923076923,5.769230769,Vegetables,Processed,Soy products,4 slices,WD,156,3.49
ND01639,"Cabbage, raw",1.28,0.1,5.8,Vegetables,Green,Cabbage,1 cup chopped = 89g,PB,454,0.79
ND00947,Hillshire Farm Turkey Polska Kielbasa,14.28571429,8.928571429,5.803571429,Meats,Bacon_and_Sausage,Prepared_Sausage,2 oz (56 g),PB,368,3.79
ND01097,Butterball Variety Pack- Turkey Ham ,17.85714286,5.357142857,5.803571429,Meats,Luncheon_Meats,Ham,1 slice,PB,340,3.29
ND01308,"Mustard, prepared, yellow",3.74,3.34,5.83,Sauces_Soups_Condiments_Dressing,Condiments,Mustard,"5g=1 tsp,  or 1 packet / 249g=1 cup",PB,397,1.19
ND00460,"Blue Diamond Almond Breeze Almond Milk - Vanilla (unrefridgerated, box)",0.416666667,1.041666667,5.833333333,Beverages,Milk_Substitutes,Almond Milk,1 cup,SW,946,1.97
ND01748,"Eggplant, raw",0.98,0.18,5.88,Vegetables,Purple,Eggplant,"82g=1 cup, cubes / 458g=1 eggplant, peeled (yield from 1-0.25 lb)",PB,454,1.99
ND01700,Le Sueur Tender Baby Whole Carrots (canned),0.840336134,0,5.882352941,Vegetables,Orange,Carrot,0.5 cup,SW,425,1.68
ND00820,"Del Monte Diced Peaches, packed in water artifically sweetened, no sugar added",0,0,5.896226415,Fruits,Peaches,Other,1 cup,PB,424,2.67
ND01382,Greenwise Organic Tomato Sauce,0,0,5.952380952,Sauces_Soups_Condiments_Dressing,Sauces,Tomato,0.25 cup,PB,227,0.89
ND00476,Dannon Light and Fit Cherry,8,0,6,Dairy_and_Egg,Yogurt,Flavored,1 container ,PB,150,1.13
ND00482,Dannon Light and Fit Toasted Coconut Vanilla,8,0,6,Dairy_and_Egg,Yogurt,Flavored,1 container ,PB,150,1.13
ND00550,Dannon Light & Fit Greek NonFat Yogurt - Banana Cream,8,0,6,Dairy_and_Egg,Yogurt,Greek,1 container ,PB,150,1.2
ND00552,Dannon Light & Fit Greek NonFat Yogurt - Blueberry,8,0,6,Dairy_and_Egg,Yogurt,Greek,1 container ,PB,150,1.2
ND00553,Dannon Light & Fit Greek NonFat Yogurt - Boston Cream Pie,8,0,6,Dairy_and_Egg,Yogurt,Greek,1 container,SW,150,1
ND00554,Dannon Light & Fit Greek NonFat Yogurt - Caramel Macchiato,8,0,6,Dairy_and_Egg,Yogurt,Greek,1 container,SW,150,1
ND00556,Dannon Light & Fit Greek Nonfat Yogurt - Cherry Chocolate,8,0,6,Dairy_and_Egg,Yogurt,Greek,1 container,PB,150,1.2
ND00558,Dannon Light & Fit Greek NonFat Yogurt - Key Lime,8,0,6,Dairy_and_Egg,Yogurt,Greek,1 container,PB,150,1.2
ND00560,Dannon Light & Fit Greek NonFat Yogurt - Pomegranate Berry,8,0,6,Dairy_and_Egg,Yogurt,Greek,1 container,SW,150,1
ND00561,Dannon Light & Fit Greek NonFat Yogurt - Salted Caramel,8,0,6,Dairy_and_Egg,Yogurt,Greek,1 container,SW,150,1.18
ND00563,Dannon Light & Fit Greek NonFat Yogurt - Toasted Coconut Vanilla ,8,0,6,Dairy_and_Egg,Yogurt,Greek,1 container ,PB,150,1.2
ND00564,Dannon Light & Fit Greek NonFat Yogurt - Vanilla,8,0,6,Dairy_and_Egg,Yogurt,Greek,1 container ,PB,150,1.2
ND01631,Bird's Eye Deluxe Baby Vegetables Baby Broccoli Florets (frozen),2.197802198,0,6.043956044,Vegetables,Green,Broccoli,1 0.25 cup,WD,357.2,2.79
ND01694,"Peppers, sweet, red, raw ",0.99,0.3,6.085,Vegetables,Multi,Peppers,1 cup = 149 g chopped,PB,453.592,3.99
ND00960,Hormel Natural Choice Canadian Bacon,21.56862745,2.941176471,6.12745098,Meats,Bacon_and_Sausage,Pork_Bacon,3 slices,PB,170,4.59
ND01778,Publix Chopped Turnip Greens (Frozen),2.247191011,0,6.179775281,Vegetables,White_Brown_Black,Turnip,1 cup,PB,425,1.89
ND00245,Hawaiian Punch - Fruit Juicy Red,0,0,6.25,Beverages,Juice,Mixed Juice,8 fl oz,PB,3780,2.39
ND00994,Gwaltney Naturally Hickory Smoked Bacon Thick Cut,25,41.66666667,6.25,Meats,Bacon_and_Sausage,Pork_Bacon,1 fried slice,PB,454,6.99
ND01632,Great Value Cut Broccoli (frozen),2.298850575,0,6.32183908,Vegetables,Green,Broccoli,1 cup,SW,340,0.98
ND01684,Winn Dixie Chopped Spinach (frozen),2.298850575,0,6.32183908,Vegetables,Green,Spinach,1 cup ,WD,453,2
ND01476,"Parsley, fresh",2.97,0.79,6.33,Spices_and_Herbs,Seasonings,Null,"60g=1 cup, chopped / 3.8g=1 tbsp",I,1,4.48
ND00107,Gerber Second Foods Baby Food-Chicken and Chicken Gravy (jar),9.85915493,8.450704225,6.338028169,Baby_Foods,Baby_Meats,Stage_2,1 jar,PB,71,1.05
ND01776,"Turnips, raw",0.9,0.1,6.43,Vegetables,White_Brown_Black,Turnip,"130g=1 cup, cubes / 183g=1 large",PB,454,1.69
ND01389,Hunt's Tomato Sauce (canned),1.612903226,0,6.451612903,Sauces_Soups_Condiments_Dressing,Sauces,Tomato,0.25 cup,PB,425,1.13
ND01773,Margaret Holmes Diced Rutabagas (canned),0.833333333,0,6.458333333,Vegetables,White_Brown_Black,Rutabaga,0.5 cup,PB,411,1.19
ND01790,"Squash, winter, spaghetti, cooked, boiled, drained, or baked, without salt
",0.66,0.26,6.46,Vegetables,Yellow,Squash,155g=1 cup / g=,PB,454,1.29
ND00790,"Lemon Juice, canned or bottled",0.4,0.29,6.48,Fruits,Citrus,Lemon,244g=1 cup / 15g=1 tbsp,I,N/A,2.49
ND01707,"Pumpkin, raw",1,0.1,6.5,Vegetables,Orange,Pumpkin,"116g=1 cup,  (1"" cubes) / g=",PB,454,1.29
ND01756,Publix Fancy Sliced Stewed Tomatoes (canned),0.81300813,0,6.504065041,Vegetables,Red,Tomato,0.5 cup,PB,411,0.95
ND01391,"Great Value Tomato Sauce- All Natural, no salt added",1.639344262,0,6.557377049,Sauces_Soups_Condiments_Dressing,Sauces,Tomato,0.25 cup,SW,227,0.33
ND01105,Oscar Mayer Hardwood Smoked Uncured Turkey Frank Selects,10.52631579,15.78947368,6.578947368,Meats,Luncheon_Meats,Hot_Dog,1 link,PB,454,3.79
ND01683,Bird's Eye Chopped Spinach (frozen),2.409638554,0,6.626506024,Vegetables,Green,Spinach,.33 cup,PB ,283,1.39
ND01686,Pictsweet Chopped Spinach (frozen),2.409638554,0,6.626506024,Vegetables,Green,Spinach,.33 cup,SW,283,1.32
ND00165,Beech-Nut Classics Stage 2 Baby Food-Sweet Carrots (jar),0,0,6.637168142,Baby_Foods,Baby_Vegetables,Stage_2,1 jar,PB,113,0.61
ND01635,"Broccoli, raw",2.82,0.37,6.64,Vegetables,Green,Broccoli,1 cup chopped = 91g,LK,453.592,2.49
ND00169,"Beech-Nut Stage 2 Baby Food-Just Spinach, Zucchini & Peas (jar)",1.666666667,0,6.666666667,Baby_Foods,Baby_Vegetables,Stage_2,0.25 cup,PB,120,1.09
ND00361,Great Value Cream Cheese- Spread (tub),3.333333333,30,6.666666667,Dairy_and_Egg,Cheese,Cream_Cheese,2 tbsp,SW,227,2.36
ND00362,Publix Soft Cream Cheese Spread-Regular (tub),3.333333333,30,6.666666667,Dairy_and_Egg,Cheese,Cream_Cheese,2 tbsp,PB,227,2.39
ND00649,Pure Wesson 100% Natural Canola Oil,0,93.33333333,6.666666667,Fats_and_Oils,Oil,Canola,1 tbsp.,PB,1420,3.95
ND00652,Nutiva Organic Virgin Coconut Oil,0,93.33333333,6.666666667,Fats_and_Oils,Oil,Coconut,1 tbsp,PB,858,25.99
ND00699,Ty Ling Naturals Pure Sesame Oil,0,93.33333333,6.666666667,Fats_and_Oils,Oil,Sesame,1 tbsp,PB,185,4.19
ND00707,Pure Wesson 100% Natural Vegetable Oil,0,93.33333333,6.666666667,Fats_and_Oils,Oil,Vegetable,1 tbsp,PB,1420,3.35
ND00975,Coleman Natural Uncured Hickory Smoked Bacon,20,40,6.666666667,Meats,Bacon_and_Sausage,Pork_Bacon,2 pan fried slices,PB,340.5,6.69
ND00978,Publix Fully Cooked Bacon (20 slices) Hickory Smoked,26.66666667,40,6.666666667,Meats,Bacon_and_Sausage,Pork_Bacon,3 slices,PB,103,6.19
ND01333,Ken's Steak House Dressing - Three Cheese Italian,3.333333333,36.66666667,6.666666667,Sauces_Soups_Condiments_Dressing,Dressings,Italian,2 Tbsp,PB,473,3.53
ND01337,Ken's Steak House Dressing - Lite Red Wine Vinegar and Olive Oil ,0,16.66666667,6.666666667,Sauces_Soups_Condiments_Dressing,Dressings,Other,2 Tbsp,PB,473,3.53
ND01348,Hidden Valley Ranch Dressing - Bacon Ranch,3.333333333,36.66666667,6.666666667,Sauces_Soups_Condiments_Dressing,Dressings,Ranch,2 Tbsp,SW,709,3.88
