NDID,Product_Name,grams_Pro_per_100g,grams_Fat_per_100g,grams_Cho_per_100g,Category_1,Category_2,Category_3,Serving_Size,Store,Package_Amount,Price_per_Package
ND01473,"Onions, raw",1.1,0.1,9.34,Spices_and_Herbs,Seasonings,Null,"160g=1 cup, chopped / 115g=1 cup, sliced",PB,454,1.29
ND01163,Butterball Variety Pack- Smoked White Turkey ,14.28571429,5.357142857,9.375,Meats,Luncheon_Meats,Turkey,1 slices,PB,340.194278,3.29
ND00488,Publix No Sugar Added Lowfat Yogurt - Vanilla,3.529411765,0.294117647,9.411764706,Dairy_and_Egg,Yogurt,Flavored,1 container,PB,170,0.5
ND01702,Bolthouse Farms Baby Cut Carrots,1.176470588,0,9.411764706,Vegetables,Orange,Carrot,3 oz.,SW,454,1.68
ND01743,Morningstar Farms Veggie Sausage Links (frozen),20,6.666666667,9.444444444,Vegetables,Processed,Soy products,2 links,PB,225,4.49
ND01695,"Pepper, hot chili, green, raw",2,0.2,9.46,Vegetables,Multi,Peppers,1 pepper = 45g,PB,453.592,3.99
ND01347,Kraft Ranch Dressing - Peppercorn ,0,37.93103448,9.482758621,Sauces_Soups_Condiments_Dressing,Dressings,Ranch,2 Tbsp,SW,473,1.88
ND00161,Earth's Best Stage 1 Baby Food-Peas (jar),2.816901408,0,9.507042254,Baby_Foods,Baby_Vegetables,Stage_1,1 jar,PB,71,0.73
ND00313,Kraft Singles- White American Cheese (16 slices) ,19.04761905,21.42857143,9.523809524,Dairy_and_Egg,Cheese,American,1 slice,PB,340,3
ND00327,Kraft Singles- Sharp Cheddar Cheese (16 slices) ,19.04761905,19.04761905,9.523809524,Dairy_and_Egg,Cheese,Cheddar,1 slice,PB,340,3
ND00832,"Peaches, raw",0.91,0.25,9.54,Fruits,Peaches,Raw,"154g=1 cup, slices / 130g=1 small,  (2-0.5"" dia)",I,N/A,2.99
ND01701,"Carrots, raw",0.93,0.24,9.58,Vegetables,Orange,Carrot,"128g=1 cup, chopped / 110g=1 cup, grated",PB,454,0.99
ND00775,"Blackberries, raw",1.39,0.49,9.61,Fruits,Berries,Blackberry,144g=1 cup / g=,I,N/A,3.49
ND00407,Sorrento Ricotta Cheese- Part Skim,8.064516129,6.451612903,9.677419355,Dairy_and_Egg,Cheese,Ricotta,0.25 cup,PB,907,3.99
ND00408,Sorrento Ricotta Cheese- Whole Milk ,8.064516129,11.29032258,9.677419355,Dairy_and_Egg,Cheese,Ricotta,0.25 cup,PB,907,3.99
ND01330,Kraft Dressing - Tuscan House Italian ,0,14.51612903,9.677419355,Sauces_Soups_Condiments_Dressing,Dressings,Italian,2 Tbsp,SW,473,1.88
ND01371,Great Value Chunky  Salsa - Mild,0,0,9.677419355,Sauces_Soups_Condiments_Dressing,Sauces,Salsa,2 Tbsp,SW,680,1.98
ND01637,Publix Brussels Sprouts (frozen),3.529411765,0,9.705882353,Vegetables,Green,Brussel_Sprouts,"6 brussels sprouts, 85g",PB,425,1.99
ND00114,Earth's Best Stage 2 Baby Food-Harvest Squash Turkey,2.654867257,0.884955752,9.734513274,Baby_Foods,Baby_Mixed_Dishes,Stage_2,1 jar (113 g),PB,113,1.19
ND00144,Gerber Nature Select Third Foods Baby Food-Mixed Vegetables and Chicken (jar),1.764705882,2.058823529,9.779411765,Baby_Foods,Baby_Mixed_Dishes,Stage_3,1 jar,PB,170,0.9
ND00366,Great Value Cream Cheese (block),7.142857143,32.14285714,9.821428571,Dairy_and_Egg,Cheese,Cream_Cheese,1 oz. ,WM,227,1.96
ND00367,Kraft Philadelphia Original Cream Cheese,7.142857143,32.14285714,9.821428571,Dairy_and_Egg,Cheese,Cream_Cheese,1oz,WM,226,2.37
ND00316,Kraft Deli Deluxe- Individually Wrapped American Cheese (24 slices),15.78947368,23.68421053,9.868421053,Dairy_and_Egg,Cheese,American,1 slice,PB,456,6.49
ND01674,Publix Sweet Small Green Peas (canned),3.2,0.4,9.9,Vegetables,Green,Peas,0.5 cup,PB,425,1.25
ND01116,Ball Park Beef Franks,11.32075472,28.30188679,9.905660377,Meats,Luncheon_Meats,Hot_Dog,1 frank,PB,425,5.79
ND01117,Ball Park Bun Size Beef Franks,11.32075472,28.30188679,9.905660377,Meats,Luncheon_Meats,Hot_Dog,1 frank,PB,425,5.79
ND00355,Great Value Light Cream Cheese Spread (tub),6.666666667,15,10,Dairy_and_Egg,Cheese,Cream_Cheese,2 tbsp.,WM,227,2.36
ND00485,Publix No Sugar Added Lowfat Yogurt - Blueberry,3.529411765,0.588235294,10,Dairy_and_Egg,Yogurt,Flavored,1 container,PB,170,0.4
ND00486,Publix No Sugar Added Lowfat Yogurt - Peach,3.529411765,0.588235294,10,Dairy_and_Egg,Yogurt,Flavored,1 container,PB,170,0.4
ND00487,Publix No Sugar Added Lowfat Yogurt - Strawberry,3.529411765,0.294117647,10,Dairy_and_Egg,Yogurt,Flavored,1 container,PB,170,0.4
ND00489,Winn Dixie Light Fat Free Mixed Berry Yogurt,3.529411765,0,10,Dairy_and_Egg,Yogurt,Flavored,1 container,WD,170,0.6
ND00571,Dannon Oikos Greek Triple Zero Yogurt- Coconut Creme          ,10,0,10,Dairy_and_Egg,Yogurt,Greek,1 container ,PB,150,1.13
ND00572,Dannon Oikos Greek Triple Zero Yogurt- Peach         ,10,0,10,Dairy_and_Egg,Yogurt,Greek,1 container ,PB,150,1.13
ND00573,Dannon Oikos Greek Triple Zero Yogurt- Strawberry        ,10,0,10,Dairy_and_Egg,Yogurt,Greek,1 container ,PB,150,1.13
ND00574,Dannon Oikos Greek Triple Zero Yogurt- Vanilla      ,10,0,10,Dairy_and_Egg,Yogurt,Greek,1 container ,PB,150,1.13
ND01894,Bob's Red Mill Premium Quality Whey Protein Concentrate,75,7.5,10,Formulas,Protein,Null,0.25 cup,EO,340,16.49
ND01022,Great Value Fully Cooked Maple- Pork Sausage Patties,14,32,10,Meats,Bacon_and_Sausage,Prepared_Sausage,1 patty,SW,706,5.47
ND01321,Ken's Steak House Dressing - Balsamic Vinaigrette ,0,33.33333333,10,Sauces_Soups_Condiments_Dressing,Dressings,Balsmic_Vinegar,2 Tbsp,PB,473,3.53
ND01338,Ken's Steak House Dressing - Red Wine Vinegar and Olive Oil ,0,40,10,Sauces_Soups_Condiments_Dressing,Dressings,Other,2 Tbsp,PB,473,3.53
ND01374,Pace Chunky Salsa - Mild,0,0,10,Sauces_Soups_Condiments_Dressing,Sauces,Salsa,2 Tbsp,PB,680,3.49
ND01375,Pace Original Picante Sauce - Mild,0,0,10,Sauces_Soups_Condiments_Dressing,Sauces,Salsa,2 Tbsp,PB,680,3.29
ND01550,Royal Sugar-free Lime Gelatin (powder),40,0,10,Sweets,Gelatin,Null,0.5 cup prepared,PB,9,0.5
ND01551,Royal Sugar-free Raspberry Gelatin (powder),40,0,10,Sweets,Gelatin,Null,0.5 cup prepared,PB,9,0.5
ND00718,KetoCuisine 5:1 Ratio Baking Mix,4.4,73,10.1,Formulas,Fat,Null,100 g of powder,I,500,12
ND00030,"Plum Organics Organic Baby Food 2- Raspberry, Spinach & Greek Yogurt",2.02020202,0,10.1010101,Baby_Foods,Baby_Dairy,Stage_2,1 pouch,PB,99,1.59
ND00184,Gerber Second Foods All Natural Baby Food-Mixed Vegetables (plastic),0.884955752,0,10.17699115,Baby_Foods,Baby_Vegetables,Stage_2,1 pack,PB,226,1.07
ND01807,"Great Value Sliced Peaches, in 100% juice",0,0,10.24590164,Fruits,Peaches,Other,0.5 cup,SW,425,0.98
ND00825,Publix Yellow Cling Peach Lite Slices (canned),0,0,10.24590164,Fruits,Peaches,Other,0.5 cup,PB,425,1.25
ND01133,Butterball Variety Pack- Turkey Salami ,14.28571429,8.928571429,10.26785714,Meats,Luncheon_Meats,Salami,1 slice,PB,340,3.29
ND00491,Yoplait Light Fat Free Blackberry,2.941176471,0,10.29411765,Dairy_and_Egg,Yogurt,Flavored,1 container ,SW,170,0.58
ND00492,Yoplait Light Fat Free Key Lime,2.941176471,0,10.29411765,Dairy_and_Egg,Yogurt,Flavored,1 container ,PB,170,0.4
ND00494,Yoplait Light Fat Free Strawberry,2.941176471,0,10.29411765,Dairy_and_Egg,Yogurt,Flavored,1 container ,PB,170,0.4
ND00495,Yoplait Light Fat Free Very Cherry,2.941176471,0,10.29411765,Dairy_and_Egg,Yogurt,Flavored,1 container ,PB,170,0.4
ND00496,Yoplait Light Fat Free Very Vanilla,2.941176471,0,10.29411765,Dairy_and_Egg,Yogurt,Flavored,1 container ,PB,170,0.4
ND01577,Jell-O Sugar-free Pudding Snack-Chocolate-Vanilla Swirl-60 Calories,0.970873786,1.45631068,10.31553398,Sweets,Puddings,Null,1 snack,PB,412,2.5
ND01580,Jell-O Sugar-free Pudding Snacks (individual cups)-Chocolate,0.970873786,1.45631068,10.31553398,Sweets,Puddings,Null,1 snack,PB,412,2.5
ND01288,Publix Raw Walnuts,17.24137931,68.96551724,10.34482759,Nuts_and_Seeds,Walnuts,Null,.33 cup,PB,141.3,3.49
ND01841,"Beech-Nut Stage 2 Baby Food-Apple, squash & zucchini (jar)",0,0,10.41666667,Baby_Foods,Baby_Fruits,Stage_2,0.25 Cup,PB,120,1.09
ND00044,"Beech-Nut Stage 2 Baby Food-Just Guava, Pear & Strawberry (jar)",0,0,10.41666667,Baby_Foods,Baby_Fruits,Stage_2,0.25 cup,PB,120,1.09
ND00157,Beech-Nut Stage 1 Baby Food-Just Butternut Squash (jar),0,0,10.41666667,Baby_Foods,Baby_Vegetables,Stage_1,0.25 cup,WD,120,1.09
ND00158,Beech-Nut Stage 1 Baby Food-Just Carrots (jar),0,0,10.41666667,Baby_Foods,Baby_Vegetables,Stage_1,0.25 cup,WM,120,0.98
ND01791,"Squash, winter, acorn, raw",0.8,0.1,10.42,Vegetables,Yellow,Squash,"140g=1 cup, cubes / 431g=1 squash,  (4 inch dia)",PB,454,1.29
ND01098,Ball Park Smoked White Turkey Franks,12,0,10.5,Meats,Luncheon_Meats,Hot_Dog,1 frank,PB,396,5.79
ND01413,Campbell's Condensed Golden Mushroom Soup (Great for Cooking) (canned),1.666666667,2.916666667,10.52083333,Sauces_Soups_Condiments_Dressing,Soups,Null,0.5 cup,PB,298,1.75
ND00317,Kraft Deli Deluxe- 2% Milk American Cheese (24 slices),21.05263158,21.05263158,10.52631579,Dairy_and_Egg,Cheese,American,1 slice,PB,453,6.49
ND00983,Gwaltney  Naturally Hickory Smoked Bacon Hometown Original,26.31578947,42.10526316,10.52631579,Meats,Bacon_and_Sausage,Pork_Bacon,2 fried slices,PB,454,6.99
ND00497,Publix Fat Free Light Blackberry Yogurt ,4.117647059,0,10.58823529,Dairy_and_Egg,Yogurt,Flavored,1 container ,PB,170,0.4
ND00498,Publix Fat Free Light Blueberry Yogurt ,4.117647059,0,10.58823529,Dairy_and_Egg,Yogurt,Flavored,1 container,PB,170,0.4
ND00500,Publix Fat Free Light Key Lime Pie Yogurt,4.117647059,0,10.58823529,Dairy_and_Egg,Yogurt,Flavored,1 container,PB,170,0.4
ND00501,Publix Fat Free Light Lemon Chiffon Yogurt,4.117647059,0,10.58823529,Dairy_and_Egg,Yogurt,Flavored,1 container,PB,170,0.4
ND00502,Publix Fat Free Light Peach Yogurt,4.117647059,0,10.58823529,Dairy_and_Egg,Yogurt,Flavored,1 container ,PB,170,0.4
ND00503,Publix Fat Free Light Raspberry Yogurt,4.117647059,0,10.58823529,Dairy_and_Egg,Yogurt,Flavored,1 container,PB,170,0.4
ND00504,Publix Fat Free Light Vanilla Yogurt,4.117647059,0,10.58823529,Dairy_and_Egg,Yogurt,Flavored,1 container,PB,170,0.4
ND00128,Earth's Best Stage 2 Baby Food-Chicken & Brown Rice Dinner,2.654867257,2.212389381,10.61946903,Baby_Foods,Baby_Mixed_Dishes,Stage_2,1 jar (113 g),PB,113,1.19
ND00748,Great Value Natural Unsweetened Applesauce (plastic jar),0,0,10.6557377,Fruits,Apples,Applesauce,0.5 cup,SW,652,1.48
ND00749,Musselman's Unsweetened Applesauce (jar),0,0,10.6557377,Fruits,Apples,Applesauce,0.5 cup,PB,652,2
ND00750,Publix Unsweetened Applesauce (jar),0,0,10.6557377,Fruits,Apples,Applesauce,0.5 cup,PB,652,1.69
ND00146,Gerber Third Foods Nature Select Baby Food-Chicken Noodle Dinner (jar),2.352941176,2.058823529,10.66176471,Baby_Foods,Baby_Mixed_Dishes,Stage_3,1 jar,PB,170,0.9
ND00147,Gerber Third Foods Nature Select Baby Food-Mixed Vegetables and Turkey Dinner (jar),2.352941176,2.058823529,10.66176471,Baby_Foods,Baby_Mixed_Dishes,Stage_3,1 jar,PB,170,0.9
ND01587,Jell-O Sugar-free Pudding Snacks (individual cups)-Dark Chocolate,1.941747573,1.45631068,10.67961165,Sweets,Puddings,Null,1 snack,PB,412,2.5
ND00393,Kraft Velveeta Mexican (box),14.28571429,17.85714286,10.71428571,Dairy_and_Egg,Cheese,Other,1 oz,PB,453,4.89
ND00631,I Can't Believe It's Not Butter Original- 45% Vegetable Oil Spread (tub),0,42.85714286,10.71428571,Fats_and_Oils,Margarine_and_Margarine_Substitutes,Supplemented,1 tbsp,SW,1270,6.28
ND01106,Gwaltney Great Dogs- Original Chicken Hot Dogs-40% Less Fat ,10.71428571,14.28571429,10.71428571,Meats,Luncheon_Meats,Hot_Dog,1 frank,PB,454,1.49
ND00516,Granarolo Yogurt Cremoso,2.4,2.88,10.72,Dairy_and_Egg,Yogurt,Flavored,125 g,I,250,N/A
ND00247,"Kool Aid Jammers - Blue Raspberry, artificially flavored juice drink",0,0,10.73446328,Beverages,Juice,Mixed Juice,1 pouch (177 mL),PB,1770,2.5
ND00248,"Kool Aid Jammers - Kiwi Strawberry, artificially flavored juice drink",0,0,10.73446328,Beverages,Juice,Mixed Juice,1 pouch (177 mL),SW,1770,2.5
ND00250,"Kool Aid Jammers - Tropical Punch, artificially flavored juice drink",0,0,10.73446328,Beverages,Juice,Mixed Juice,1 pouch (177 mL),SW,177,2.5
ND00143,Earth's Best Stage 3 Baby Food-Spring Vegetables and Pasta (jar),2.941176471,1.764705882,10.73529412,Baby_Foods,Baby_Mixed_Dishes,Stage_3,1 jar,PB,170,1.39
ND01388,Ragu Traditional Pasta Sauce- Old World Style ,1.6,1.6,10.8,Sauces_Soups_Condiments_Dressing,Sauces,Tomato,0.5 Cup ,PB,680,2.69
ND01844,"Beech-Nut Stage 2 Baby Food-Just peas, green beans & asparagus  (jar)",1.666666667,0,10.83333333,Baby_Foods,Baby_Vegetables,Stage_2,0.25 Cup,PB,120,1.09
ND00306,"Coca Cola, caffeine free",0,0,10.83333333,Beverages,Soda,Null,12 fl oz (1 can),PB,2000,1.99
ND01349,Hidden Valley Ranch Dressing - Light,3.333333333,23.33333333,10.83333333,Sauces_Soups_Condiments_Dressing,Dressings,Ranch,2 Tbsp,SW,473,2.96
ND01394,Prego Italian Sauce - Fresh Mushroom,1.666666667,1.25,10.83333333,Sauces_Soups_Condiments_Dressing,Sauces,Tomato,0.5 cup,PB,680,2.59
ND01395,Prego Traditional Italian Sauce,1.666666667,1.25,10.83333333,Sauces_Soups_Condiments_Dressing,Sauces,Tomato,0.5 cup,PB,680,2.59
ND01574,Snack Pack Pudding - Caramel (sugar free),0,3.260869565,10.86956522,Sweets,Puddings,Null,1 pudding cup,PB,368,1
ND01576,Snack Pack Pudding - Vanilla (sugar free),0,3.260869565,10.86956522,Sweets,Puddings,Null,1 pudding cup,PB,368,1
ND01806,Musselman's Lite Cinnamon Applesauce (individual cups) ,0,0,11.0619469,Fruits,Apples,Applesauce,1 cup,SW,680,2.14
ND00751,"Musselman's Lite Cinnamon Applesauce, no sugar added (cups) ",0,0,11.0619469,Fruits,Apples,Applesauce,1 cup,SW,680,2.14
ND00752,Musselman's Unsweetened Applesauce (cups),0,0,11.0619469,Fruits,Apples,Applesauce,1 cup,PB,678,2.39
ND01396,MID's Homestyle Pasta Sauce - Meatless,2.4,1.6,11.2,Sauces_Soups_Condiments_Dressing,Sauces,Tomato,0.5 cup,PB,907,4.79
ND00253,"Kool Aid Jammers - Cherry, artificially flavored juice drink",0,0,11.29943503,Beverages,Juice,Mixed Juice,1 pouch (177 mL),PB,1770,2.5
ND00254,"Kool Aid Jammers - Grape, artificially flavored juice drink",0,0,11.29943503,Beverages,Juice,Mixed Juice,1 pouch (177 mL),SW,1770,1.88
ND00567,Chobani Greek Yogurt Vanilla Blended Non-fat,8.666666667,0,11.33333333,Dairy_and_Egg,Yogurt,Greek,1 container,PB,150,1.25
ND00131,Gerber Second Foods Baby Food-Chicken and Rice (plastic),2.02020202,3.03030303,11.36363636,Baby_Foods,Baby_Mixed_Dishes,Stage_2,1 pack,WD,198,1.11
ND00796,"Del Monte Mandarin Oranges, in water, artificially sweetened, no sugar added (canned)",0.81300813,0,11.38211382,Fruits,Citrus,Orange,0.5 cup,PB,425,1.59
ND01578,Jell-O Sugar-free Pudding Snack-Dulce de leche,0.970873786,0.970873786,11.40776699,Sweets,Puddings,Null,1 snack,PB,412,2.5
ND01581,Jell-O Sugar-free Pudding Snacks (individual cups)-Vanilla,0.970873786,0.970873786,11.40776699,Sweets,Puddings,Null,1 snack,PB,412,2.5
ND00150,Gerber Third Foods Nature Select Baby Food-Mixed Vegetables and Beef Dinner (jar),2.352941176,2.352941176,11.47058824,Baby_Foods,Baby_Mixed_Dishes,Stage_3,1 jar,PB,170,0.9
ND00133,Gerber Second Foods Baby Food-Turkey and Rice (plastic),3.03030303,2.525252525,11.48989899,Baby_Foods,Baby_Mixed_Dishes,Stage_2,1 pack (99 g),PB,198,1.29
ND00577,Chobani Greek Yogurt Pineapple on the Bottom Low-fat,7.333333333,2,11.5,Dairy_and_Egg,Yogurt,Greek,1 container,PB,150,1.25
ND00015,"Stonyfield Farm Organic Yobaby Yogurt (made with whole milk), banana",3.539823009,3.539823009,11.50442478,Baby_Foods,Baby_Dairy,Null,1 container ,PB,680,3.99
ND00016,"Stonyfield Farm Organic Yobaby Yogurt (made with whole milk), vanilla",3.539823009,3.539823009,11.50442478,Baby_Foods,Baby_Dairy,Null,1 container,PB,680,3.99
ND01839,Earth's Best Organic Stage 2 Baby Food-Apples & Blueberries (6 months +) (Jar),0,0,11.50442478,Baby_Foods,Baby_Fruits,Stage_2,1 Jar,PB,113,1.19
ND00836,"Del Monte Diced Pears, Barlett pears in water artificaly sweetened, no sugar added",0,0,11.50442478,Fruits,Pears,Other,1 cup,PB,452,2.67
ND00328,Wisconsin Kaukauna Spreadable Cheddar - Sharp Cheddar,15.38461538,23.07692308,11.53846154,Dairy_and_Egg,Cheese,Cheddar,2 tbsp,PB,357,5.59
ND00795,"Oranges, raw, Florida",0.7,0.21,11.54,Fruits,Citrus,Orange,"185g=1 cup, sections without membranes / 141g=1 fruit,  (2-5/8"" dia)",I,N/A,0.99
ND00307,Pepsi,0,0,11.54929577,Beverages,Soda,Null,12 fl oz,SW,2000,1.48
ND00524,Muller Bianco Crema di Yogurt,4.7,3.2,11.6,Dairy_and_Egg,Yogurt,Flavored,100 g,I,500,N/A
ND00390,Kraft Velveeta 2% Milk (box),17.85714286,10.71428571,11.60714286,Dairy_and_Egg,Cheese,Other,1 oz,PB,453,4.89
ND01865,Gerber Third Foods Baby Food-Butternut Squash & Potato with Lil'Bits (Plastic),0.704225352,0,11.61971831,Baby_Foods,Baby_Vegetables,Stage_3,1 Pack,WD,284,1.69
ND01205,Applegate Naturals Gluten Free Chicken Nuggets,13.63636364,10.22727273,11.64772727,Meats,Poultry,Prepared_Chicken,7 nuggets,PB,227,6.49
ND00234,Ocean Spray - Cranberry Juice Cocktail,0,0,11.66666667,Beverages,Juice,Craberry Juice,1 cup,SW,1890,2.68
ND00458,Great Value Evaporated Milk-Vitamin D added (can),6.666666667,6.666666667,11.66666667,Dairy_and_Egg,Milk,Plain,2 tbsp,SW,354,0.94
ND01795,"Squash, winter, butternut, raw",1,0.1,11.69,Vegetables,Yellow,Squash,"140g=1 cup, cubes / g=",PB,454,1.29
ND00753,Mott's Healthy Harvest Blueberry Delight Applesauce (individual cups),0,0,11.71171171,Fruits,Apples,Applesauce,1 container,SW,666,1.98
ND01805,Mott's Healthy Harvest Country Berry Applesauce (individual cups),0,0,11.71171171,Fruits,Apples,Applesauce,1 container,SW,666,1.98
ND00754,"Mott's Healthy Harvest Granny Smith Applesauce, no sugar added (individual cups)",0,0,11.71171171,Fruits,Apples,Applesauce,1 container,WD,666,2.79
ND00756,Mott's Healthy Harvest Strawberry Summer Applesauce (individual cups),0,0,11.71171171,Fruits,Apples,Applesauce,1 container,PB,666,1.98
ND00757,"Mott's Natural Applesauce, no sugar added (individual cups)",0,0,11.71171171,Fruits,Apples,Applesauce,1 container,WD,666,2.79
ND00807,Publix Mixed Fruit (frozen),0.714285714,0,11.78571429,Fruits,Fruits_Mixed,Null,1 cup,PB,567,4.29
ND01857,"Gerber Third Foods Baby Food-Mixed Carrots, Corn & Butternut Squash with Lil'Bits (Plastic)",0.704225352,0.704225352,11.79577465,Baby_Foods,Baby_Vegetables,Stage_3,1 Pack,PB ,284,1.67
ND01742,Tempeh,19.04761905,5.357142857,11.9047619,Vegetables,Processed,Soy products,3oz,PB,227,3.99
ND00784,"Raspberries, raw",1.2,0.65,11.94,Fruits,Berries,Raspberry,"123g=1 cup / 312g=1 pint,  as purchased, yields",I,N/A,4.99
ND01779,Del Monte Fresh Cut Golden Sweet Whole Kernel Corn (canned),0.91954023,0.91954023,11.95402299,Vegetables,Yellow,Corn,.33 cup (drained),PB,432,1.43
ND00579,Dannon Oikos Traditional Greek Yogurt- Key Lime Blended,7.333333333,2.666666667,12,Dairy_and_Egg,Yogurt,Greek,1 container ,PB,150,1.13
ND00580,Dannon Oikos Traditional Greek Yogurt- Raspberry Blended,7.333333333,2.666666667,12,Dairy_and_Egg,Yogurt,Greek,1 container ,PB,150,1.13
ND00837,Great Value Pear Halves (in 100% Juice) (canned),0,0,12,Fruits,Pears,Other,0.5 cup,SW,425,1.08
ND01070,Butterball Variety Pack- Turkey Bologna,14.28571429,16.07142857,12.05357143,Meats,Luncheon_Meats,Bologna,1 slice,PB,340,3.29
ND00511,Publix Fat Free Light Cherry Vanilla Yogurt,4.117647059,0,12.05882353,Dairy_and_Egg,Yogurt,Flavored,1 container,PB,170,0.5
ND00510,Publix Fat Free Light Cherry Yogurt,4.117647059,0,12.05882353,Dairy_and_Egg,Yogurt,Flavored,1 container,PB,170,0.4
ND00513,Publix Fat Free Light Strawberry Banana Yogurt,4.117647059,0,12.05882353,Dairy_and_Egg,Yogurt,Flavored,1 container,PB,170,0.4
ND00514,Publix Fat Free Light Strawberry Yogurt,4.117647059,0,12.05882353,Dairy_and_Egg,Yogurt,Flavored,1 container,PB,170,0.4
ND00452,T.G. Lee TruMoo Chocolate Whole Milk,3.333333333,3.333333333,12.08333333,Dairy_and_Egg,Milk,Flavored,1 cup,SW,1890,2.98
ND01067,Armour Ground and Formed Sliced Dried Beef (95% fat free) ,26.66666667,5,12.08333333,Meats,Luncheon_Meats,Beef,7 slices (30g) ,PB,128,4.39
ND00804,"Del Monte Fruit Cocktail, in 100% fruit juice (canned)",0.806451613,0,12.09677419,Fruits,Fruits_Mixed,Null,0.5 cup ,PB,425,1.59
ND00806,"Del Monte Lite Fruit Cocktail, in extra light syrup (canned)",0,0,12.09677419,Fruits,Fruits_Mixed,Null,0.5 cup,PB,425,1.59
ND00827,"Del Monte Lite Sliced Peaches, in extra light syrup (canned)",0,0,12.09677419,Fruits,Peaches,Other,0.5 cup,PB,425,1.59
ND01809,Del Monte Lite Sliced Pears,0,0,12.09677419,Fruits,Peaches,Other,0.5 cup,SW,425,1.38
ND00838,Del Monte Lite Pear Halves (canned),0,0,12.09677419,Fruits,Pears,Other,0.5 cup,SW,425,1.38
ND00839,"Del Monte Lite Sliced Pears, in extra light syrup (canned)",0,0,12.09677419,Fruits,Pears,Other,0.5 cup,PB,425,1.59
ND00841,Great Value Lite Sliced Pears in extra light syrup,0,0,12.09677419,Fruits,Pears,Other,0.5 cup,SW,425,1.06
ND00132,Gerber Second Foods Baby Food-Macaroni & Cheese with Vegetables (plastic),2.02020202,3.03030303,12.12121212,Baby_Foods,Baby_Mixed_Dishes,Stage_2,1 pack,WD,198,1.11
ND01376,Taco Bell Salsa Con Queso Cheese Dip - Medium,9.090909091,21.21212121,12.12121212,Sauces_Soups_Condiments_Dressing,Sauces,Salsa,2 Tbsp,SW,425,2.68
ND00778,Dole Blueberries (frozen),0.714285714,0.714285714,12.14285714,Fruits,Berries,Blueberry,1 cup,PB,340,3.5
ND00783,Publix Raspberries (frozen),1.428571429,0.714285714,12.14285714,Fruits,Berries,Raspberry,1 cup,PB,340,3.79
ND00788,"Cherries, sour, red, raw",1,0.3,12.18,Fruits,Cherries,Null,"155g=1 cup, without pits / 103g=1 cup, with pits yields",I,N/A,2.99
ND00032,Earth's Best Stage 1 Baby Food-Apples (jar),0,0,12.32394366,Baby_Foods,Baby_Fruits,Stage_1,1 jar,PB,71,0.73
ND00507,"Yoplait Light Thick and Creamy Fat Free, Strawberry",2.941176471,0,12.35294118,Dairy_and_Egg,Yogurt,Flavored,1 container ,WD,170,0.75
ND00053,Earth's Best Stage 2 Baby Food-Apple Butternut Squash (jar),0.884955752,0,12.38938053,Baby_Foods,Baby_Fruits,Stage_2,1 jar,PB,113,1.19
ND00054,Earth's Best Stage 2 Baby Food-Pears (jar),0.884955752,0,12.38938053,Baby_Foods,Baby_Fruits,Stage_2,1 jar,PB,113,1.19
ND00049,Gerber Second Foods All Natural Baby Food-Apple Peach Squash (plastic),0.884955752,0,12.38938053,Baby_Foods,Baby_Fruits,Stage_2,1 pack,PB,226,1.07
ND00058,Plum Organics Organic Baby Food 2 - Apple & Carrot,0.884955752,0,12.38938053,Baby_Foods,Baby_Fruits,Stage_2,1 pack,WM,113,1.38
ND00120,Earth's Best Stage 2 Baby Food-Peas and Brown Rice (jar),2.654867257,0.884955752,12.38938053,Baby_Foods,Baby_Mixed_Dishes,Stage_2,1 jar (113 g),PB,113,1.19
ND00251,Hi-C - Flashin Fruit Punch,0,0,12.42937853,Beverages,Juice,Mixed Juice,1 drink box,WM,1770,1.98
ND00183,"Beech-Nut Stage 2 Baby Food-Just Carrot, Corn & Pumpkin (jar)",0,0,12.5,Baby_Foods,Baby_Vegetables,Stage_2,0.25 cup,PB,120,1.09
ND00228,Mott's 100% Apple Juice No Sugar Added,0,0,12.5,Beverages,Juice,Apple Juice,240 ml,SW,3780,4.48
ND00229,Publix 100% Apple Juice from Concentrate,0,0,12.5,Beverages,Juice,Apple Juice,8 fl oz,PB,1890,2.5
ND00396,Publix Pasturized Processed Cheese Spread with Pimentos,9.375,21.875,12.5,Dairy_and_Egg,Cheese,Other,2 tbsp,PB,454,2.39
ND01175,Baken-ets Traditional Fried Pork Skins,50,35.71428571,12.5,Meats,Pork,Null,9 pieces,SW,99.2,2
ND01323,Wishbone Dressing - Balsamic Vinaigrette,0,16.66666667,12.5,Sauces_Soups_Condiments_Dressing,Dressings,Balsmic_Vinegar,2 Tbsp,PB,473,2.89
ND01369,Great Value Hot Dog Chili Sauce (can),6.25,0,12.5,Sauces_Soups_Condiments_Dressing,Sauces,Other,1 Tbsp,SW,297,0.5
ND01824,FruitiVits,0,0,12.5,Supplement,Multivitamins,Null,1 packet,I,30,48.5
ND00797,"Oranges, raw, navels",0.91,0.15,12.54,Fruits,Citrus,Orange,"165g=1 cup, sections without membranes / 140g=1 fruit,  (2-7/8"" dia)",I,N/A,0.99
ND00568,Chobani Greek Yogurt Peach on the Bottom Non-fat,8,0,12.66666667,Dairy_and_Egg,Yogurt,Greek,1 container,PB,150,1.25
